Drug_ID,text,Y
DIPHENHYDRAMINE,The molecular structure represented by SMILES C[NH+](C)CCOC(c1ccccc1)c1ccccc1 was tested for hERG channel blocking activity.,1.0
CETIRIZINE,The molecular structure represented by SMILES O=C([O-])COCC[NH+]1CC[NH+]([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1 was tested for hERG channel blocking activity.,1.0
BMCL-16-2006-17782-19,The molecular structure represented by SMILES CN(C)C(=O)N1CC(c2cc(F)ccc2F)=C[C@@H]1c1cccc(O)c1 was tested for hERG channel blocking activity.,1.0
SERTINDOLE8,The molecular structure represented by SMILES COCc1ccc(-n2cc(C3CC[NH+](CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1 was tested for hERG channel blocking activity.,1.0
ROXITHROMYCIN,The molecular structure represented by SMILES CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O was tested for hERG channel blocking activity.,1.0
WOMBAT16,The molecular structure represented by SMILES CC(C)Oc1cc([C@@H](C2=CN[C@@H](C(O)(C(F)(F)F)C(F)(F)F)S2)c2ccc[n+]([O-])c2)ccc1OC(F)F was tested for hERG channel blocking activity.,1.0
PROCAINE,The molecular structure represented by SMILES CCN(CC)CCOC(=O)c1ccc(N)cc1.CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21 was tested for hERG channel blocking activity.,1.0
WOMBAT47,The molecular structure represented by SMILES CC(C)Oc1cc([C@H](C2=CN[C@@H](C(C)(C)O)C=C2)c2cc[n+]([O-])cc2)ccc1OC(F)F was tested for hERG channel blocking activity.,0.0
WOMBAT48,The molecular structure represented by SMILES CC(C)Oc1cc([C@H](C2=CN[C@@H](C(C)(C)O)C=C2)c2ccc[n+]([O-])c2)ccc1OC(F)F was tested for hERG channel blocking activity.,0.0
MARAVIROC,The molecular structure represented by SMILES Cc1nnc(C(C)C)n1C1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1 was tested for hERG channel blocking activity.,0.0
WOMBAT50,The molecular structure represented by SMILES CC(C)Oc1cc([C@@H](C2=CN[C@@H](C(C)(C)O)C=C2)c2ccc[n+]([O-])c2)ccc1OC(F)F was tested for hERG channel blocking activity.,0.0
BICIFADINE,The molecular structure represented by SMILES Cc1ccc([C@@]23CNC[C@@H]2C3)cc1 was tested for hERG channel blocking activity.,0.0
JMC20066569-54,The molecular structure represented by SMILES CC(=O)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1 was tested for hERG channel blocking activity.,0.0
EDDP,The molecular structure represented by SMILES CCOP(=O)(Sc1ccccc1)Sc1ccccc1 was tested for hERG channel blocking activity.,0.0
SEMATILIDE,The molecular structure represented by SMILES CC[NH+](CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1 was tested for hERG channel blocking activity.,0.0
WOMBAT23,The molecular structure represented by SMILES N#Cc1ccc(Cn2cncc2C[NH2+][C@H]2CCN(C(=O)c3cccnc3[O-])C2=O)cc1 was tested for hERG channel blocking activity.,0.0
WOMBAT24,The molecular structure represented by SMILES N#Cc1ccc(Cn2cncc2C[NH2+][C@@H]2CCN(C(=O)c3cccnc3N)C2=O)cc1 was tested for hERG channel blocking activity.,0.0
TRIAZOLAM,The molecular structure represented by SMILES Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2 was tested for hERG channel blocking activity.,0.0
ISRADIPINE,The molecular structure represented by SMILES COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc2nonc12 was tested for hERG channel blocking activity.,0.0
"1,4-DIHYDROINDENO[1,2-C]PYRAZOL_77",The molecular structure represented by SMILES CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)C(=O)C1 was tested for hERG channel blocking activity.,0.0
WOMBAT49,The molecular structure represented by SMILES CC(C)Oc1cc([C@@H](C2=CCC(=O)N=C2)C2=CN[C@@H](C(C)(C)O)C=C2)ccc1OC(F)F was tested for hERG channel blocking activity.,0.0
WOMBAT12,The molecular structure represented by SMILES CC(C)(C)Oc1cc([C@H](C2=CN[C@H](C(C)(C)O)S2)c2cc[n+]([O-])cc2)ccc1OC(F)F was tested for hERG channel blocking activity.,0.0
CLARITHROMYCIN,The molecular structure represented by SMILES CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([NH+](C)C)[C@@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@]1(C)O was tested for hERG channel blocking activity.,0.0
WOMBAT15,The molecular structure represented by SMILES CC(C)(C)Oc1cc([C@H](C2=CN[C@H](C(O)(C(F)(F)F)C(F)(F)F)S2)c2cc[n+]([O-])cc2)ccc1OC(F)F was tested for hERG channel blocking activity.,0.0
GREPAFLOXACIN,The molecular structure represented by SMILES Cc1c(F)c(N2CC[NH2+][C@H](C)C2)cc2c1C(=O)[C@H](C(=O)[O-])C=[N+]2C1CC1 was tested for hERG channel blocking activity.,0.0
"4,4'-DIFLUOROBENZOPHENONE",The molecular structure represented by SMILES O=C(c1ccc(F)cc1)c1ccc(F)cc1 was tested for hERG channel blocking activity.,0.0
"4,4-DIFLUOROBENZOPHENONE",The molecular structure represented by SMILES O=C(c1ccccc1F)c1ccccc1F was tested for hERG channel blocking activity.,0.0
GLIBENCLAMIDE,The molecular structure represented by SMILES COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)([O-])=NC(=O)NC2CCCCC2)cc1 was tested for hERG channel blocking activity.,0.0
GLIMEPIRIDE,The molecular structure represented by SMILES CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)([O-])=NC(=O)NC3CCC(C)CC3)cc2)C1=O was tested for hERG channel blocking activity.,0.0
SOTALOL,The molecular structure represented by SMILES CC(C)[NH2+]C[C@H](O)c1ccc(NS(C)(=O)=O)cc1 was tested for hERG channel blocking activity.,0.0
PETHIDINE HYDROCHLORIDE,The molecular structure represented by SMILES CCOC(=O)C1(c2ccccc2)CCN(C)CC1 was tested for hERG channel blocking activity.,1.0
BUPROPION,The molecular structure represented by SMILES C[C@@H]([NH2+]C(C)(C)C)C(=O)c1cccc(Cl)c1 was tested for hERG channel blocking activity.,0.0
MOCLOBEMIDE,The molecular structure represented by SMILES O=C(NCCN1CCOCC1)c1ccc(Cl)cc1 was tested for hERG channel blocking activity.,0.0
ALFUZOSIN,The molecular structure represented by SMILES COc1cc2nc(N(C)CCCNC(=O)[C@H]3CCCO3)nc(C)c2cc1OC was tested for hERG channel blocking activity.,0.0
"2-METHYL-7-[(1-PHENYLCYCLOPROPYL)METHYL]IMIDAZO[1,2-A]PYRAZIN-8(7H)-ONE HYDROCHLORIDE",The molecular structure represented by SMILES Cc1cn2ccn(CC3(c4ccccc4)CC3)c(=O)c2n1 was tested for hERG channel blocking activity.,0.0
ENALAPRIL NITRATE,The molecular structure represented by SMILES CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O was tested for hERG channel blocking activity.,0.0
TADAFIL,The molecular structure represented by SMILES CN1CC(=O)N2[C@@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O was tested for hERG channel blocking activity.,0.0
TADALAFIL,The molecular structure represented by SMILES CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O was tested for hERG channel blocking activity.,0.0
JOSAMYCIN,The molecular structure represented by SMILES CO[C@@H]1[C@H](OC(C)=O)CC(=O)O[C@H](C)C/C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@H]1O[C@H]1O[C@H](C)[C@H](O[C@@H]2C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@@H](C)O2)[C@H]([NH+](C)C)[C@H]1O was tested for hERG channel blocking activity.,0.0
CANRENOIC,The molecular structure represented by SMILES C[C@@]12CCC(=O)C=C1C=C[C@@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(O)CCC(=O)[O-] was tested for hERG channel blocking activity.,0.0
CANRENOIC_ACID,The molecular structure represented by SMILES C[C@]12CC[C@@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@H]1CC[C@@]2(O)CCC(=O)O was tested for hERG channel blocking activity.,0.0
TAMSULOSIN,The molecular structure represented by SMILES CCOc1ccccc1OCC[NH2+][C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1 was tested for hERG channel blocking activity.,0.0
ARTEMISIN,The molecular structure represented by SMILES CC1=C2[C@@H]3OC(=O)[C@@H](C)[C@@H]3[C@H](O)C[C@]2(C)C=CC1=O was tested for hERG channel blocking activity.,0.0
MORIN,The molecular structure represented by SMILES O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12 was tested for hERG channel blocking activity.,0.0
NITRENDIPINE,The molecular structure represented by SMILES CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc([N+](=O)[O-])c1 was tested for hERG channel blocking activity.,0.0
GATIFLOXACIN,The molecular structure represented by SMILES COc1c(N2CC[NH2+][C@H](C)C2)c(F)cc2c1[N+](C1CC1)=C[C@@H](C(=O)[O-])C2=O was tested for hERG channel blocking activity.,0.0
MOXIFLOXACIN,The molecular structure represented by SMILES COc1c(N2C[C@H]3CCC[NH2+][C@H]3C2)c(F)cc2c1[N+](C1CC1)=C[C@@H](C(=O)[O-])C2=O was tested for hERG channel blocking activity.,0.0
SERTINDOLE7,The molecular structure represented by SMILES COCCc1ccc(-n2cc(C3CC[NH+](CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1 was tested for hERG channel blocking activity.,0.0
PENTOBARBITAL,The molecular structure represented by SMILES CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O was tested for hERG channel blocking activity.,0.0
CLOZAPINE_N_OXYDE,The molecular structure represented by SMILES C[NH+]1CC[NH+]([C@@H]2c3ccccc3Nc3ccc(Cl)cc3N2O)CC1 was tested for hERG channel blocking activity.,0.0
PROCAINAMIDE HYDROCHLORIDE,The molecular structure represented by SMILES CCN(CC)CCNC(=O)c1ccc(N)cc1 was tested for hERG channel blocking activity.,0.0
METOPROLOL,The molecular structure represented by SMILES COCCc1ccc(OC[C@H](O)C[NH2+]C(C)C)cc1 was tested for hERG channel blocking activity.,0.0
N-DEMETHYL-ERYTHROMYCIN,The molecular structure represented by SMILES CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH2+]C)[C@@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O was tested for hERG channel blocking activity.,0.0
N-DESMETHYLERYTHROMYCIN,The molecular structure represented by SMILES CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(O)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@H](O[C@H]2O[C@H](C)C[C@@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@@]1(C)O was tested for hERG channel blocking activity.,0.0
SITAGLIPTIN,The molecular structure represented by SMILES N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F was tested for hERG channel blocking activity.,0.0
N-DEMETHYLERYTHROMYCIN,The molecular structure represented by SMILES CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O was tested for hERG channel blocking activity.,0.0
MEPIVACAINE (RACEMATE),The molecular structure represented by SMILES Cc1cccc(C)c1NC(=O)[C@@H]1CCCCN1C was tested for hERG channel blocking activity.,0.0
PROTOPINE,The molecular structure represented by SMILES C[NH+]1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3 was tested for hERG channel blocking activity.,0.0
EPINASTINE,The molecular structure represented by SMILES NC1=[NH+]C[C@H]2c3ccccc3Cc3ccccc3N12 was tested for hERG channel blocking activity.,0.0
METHYLECGONIDINE,The molecular structure represented by SMILES COC(=O)C1=CC[C@@H]2CC[C@@H]1[NH+]2C was tested for hERG channel blocking activity.,0.0
IRBESARTAN,The molecular structure represented by SMILES CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1 was tested for hERG channel blocking activity.,0.0
SERTINDOLE14,The molecular structure represented by SMILES Fc1ccc(-n2cc(C3CC[NH2+]CC3)c3cc(Cl)ccc32)cc1 was tested for hERG channel blocking activity.,0.0
DW-224A,The molecular structure represented by SMILES CO/N=C1\CN(c2nc3c(cc2F)C(=O)[C@H](C(=O)O)CN3C2CC2)CC12CNC2 was tested for hERG channel blocking activity.,0.0
ARTICAINE,The molecular structure represented by SMILES CCCN[C@@H](C)C(=O)Nc1c(C)csc1C(=O)OC was tested for hERG channel blocking activity.,0.0
TRIMETHOPRIM,The molecular structure represented by SMILES COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC was tested for hERG channel blocking activity.,0.0
N-DEPROPYLPROPAFENONE,The molecular structure represented by SMILES NC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1 was tested for hERG channel blocking activity.,0.0
PHENYTOIN,The molecular structure represented by SMILES O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1 was tested for hERG channel blocking activity.,0.0
NICOTINE,The molecular structure represented by SMILES C[NH+]1CCC[C@@H]1c1cccnc1 was tested for hERG channel blocking activity.,0.0
LIGNOCAINE,The molecular structure represented by SMILES CCN(CC)CC(=O)Nc1c(C)cccc1C was tested for hERG channel blocking activity.,0.0
ERYTHROMYCYLAMINE,The molecular structure represented by SMILES CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@@H]2O)[C@@](C)(O)C[C@@H](C)[C@H]([NH3+])[C@H](C)[C@@H](O)[C@]1(C)O was tested for hERG channel blocking activity.,0.0
INDOMETHACIN,The molecular structure represented by SMILES COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1 was tested for hERG channel blocking activity.,0.0
M-43068,The molecular structure represented by SMILES CC(C)(NC(=O)c1ccc(O)cc1)C(=O)O was tested for hERG channel blocking activity.,0.0
CODEINE,The molecular structure represented by SMILES COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)[NH+](C)CC[C@]314 was tested for hERG channel blocking activity.,0.0
OLEANDOMYCIN,The molecular structure represented by SMILES CO[C@@H]1C[C@H](O[C@H]2[C@H](C)C(=O)O[C@H](C)[C@H](C)[C@@H](O)[C@@H](C)C(=O)[C@]3(CO3)C[C@@H](C)[C@@H](O[C@H]3O[C@H](C)C[C@@H]([NH+](C)C)[C@@H]3O)[C@H]2C)O[C@H](C)[C@H]1O was tested for hERG channel blocking activity.,0.0
PRULIFLOXACIN,The molecular structure represented by SMILES Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3[C@@H](C)S2)CC1 was tested for hERG channel blocking activity.,0.0
HEROIN,The molecular structure represented by SMILES CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314 was tested for hERG channel blocking activity.,0.0
SERTINDOLE11,The molecular structure represented by SMILES CC(C)(O)c1ccc([C@H](O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1 was tested for hERG channel blocking activity.,0.0
ANTOFLOXACIN,The molecular structure represented by SMILES CC1CCN(c2c(F)c(N)c3c4c2OC[C@@H](C)[C@@H]4C=C(C(=O)O)C3=O)CC1 was tested for hERG channel blocking activity.,0.0
SERTINDOLE4,The molecular structure represented by SMILES O=C1NCCN1CC[NH+]1CCC(c2cn(-c3ccc(CCO)cc3)c3ccc(Cl)cc23)CC1 was tested for hERG channel blocking activity.,0.0
AF3013,The molecular structure represented by SMILES C[C@H]1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21 was tested for hERG channel blocking activity.,0.0
CIPROFLOXACIN,The molecular structure represented by SMILES O=C([O-])C1=C[N+](C2CC2)=C2C=C(N3CC[NH2+]CC3)C(F)=C[C@H]2C1=O was tested for hERG channel blocking activity.,0.0
ATENOLOL (RACEMATE),The molecular structure represented by SMILES CC(C)[NH2+]C[C@@H](O)COc1ccc(CC(N)=O)cc1 was tested for hERG channel blocking activity.,0.0
MORPHINE,The molecular structure represented by SMILES C[NH+]1CC[C@]23c4c5ccc(O)c4O[C@@H]2[C@@H](O)C=C[C@H]3[C@H]1C5 was tested for hERG channel blocking activity.,0.0
OFLOXACIN,The molecular structure represented by SMILES C[C@@H]1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23 was tested for hERG channel blocking activity.,0.0
METHYLNALTREXONE,The molecular structure represented by SMILES C[N@@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5 was tested for hERG channel blocking activity.,0.0
SERTINDOLE19,The molecular structure represented by SMILES CCC(=O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12 was tested for hERG channel blocking activity.,0.0
LOMEFLOXACIN,The molecular structure represented by SMILES CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+][C@H](C)C3)c(F)c21 was tested for hERG channel blocking activity.,0.0
CARBAMAZEPINE,The molecular structure represented by SMILES NC(=O)N1c2ccccc2C=Cc2ccccc21 was tested for hERG channel blocking activity.,0.0
PHENOBARBITAL,The molecular structure represented by SMILES CCC1(c2ccccc2)C(=O)NC(=O)NC1=O was tested for hERG channel blocking activity.,0.0
SERTINDOLE22,The molecular structure represented by SMILES CCc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12 was tested for hERG channel blocking activity.,0.0
4-AMINOPYRIDINE,The molecular structure represented by SMILES Nc1ccncc1 was tested for hERG channel blocking activity.,0.0
SERTINDOLE18,The molecular structure represented by SMILES C[C@H](O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12 was tested for hERG channel blocking activity.,0.0
ECGONINE_METHYL_ESTER,The molecular structure represented by SMILES COC(=O)[C@H]1[C@@H](O)C[C@H]2CC[C@@H]1[NH+]2C was tested for hERG channel blocking activity.,0.0
CIMETIDINE,The molecular structure represented by SMILES CN/C(NCCSCc1[nH]cnc1C)=[NH+]\C#N was tested for hERG channel blocking activity.,0.0
SULFAMETHOXAZOLE,The molecular structure represented by SMILES Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1 was tested for hERG channel blocking activity.,0.0
SERTINDOLE5,The molecular structure represented by SMILES O=C([O-])c1ccc(-n2cc(C3CC[NH+](CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1 was tested for hERG channel blocking activity.,0.0
RALTEGRAVIR,The molecular structure represented by SMILES Cc1nnc(C(=O)NC(C)(C)C2=N/C(=C(\O)NCc3ccc(F)cc3)C(=O)C(=O)N2C)o1 was tested for hERG channel blocking activity.,0.0
DOXYLAMINE,The molecular structure represented by SMILES C[NH+](C)CCO[C@](C)(c1ccccc1)c1ccccn1 was tested for hERG channel blocking activity.,0.0
SIMVASTATIN,The molecular structure represented by SMILES CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21 was tested for hERG channel blocking activity.,0.0
OXYCODONE,The molecular structure represented by SMILES COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)[NH+](C)CC[C@]314 was tested for hERG channel blocking activity.,0.0
VALSARTAN,The molecular structure represented by SMILES CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1)[C@H](C(=O)[O-])C(C)C was tested for hERG channel blocking activity.,0.0
MISOPROSTOL,The molecular structure represented by SMILES CCCC[C@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC was tested for hERG channel blocking activity.,0.0
ALVIMOPAN,The molecular structure represented by SMILES C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1 was tested for hERG channel blocking activity.,0.0
DELAVIRDINE,The molecular structure represented by SMILES CC(C)Nc1cccnc1N1CCN(C(=O)C2=CC3=C[C@H](NS(C)(=O)=O)C=CC3=N2)CC1 was tested for hERG channel blocking activity.,0.0
GLIPIZIDE,The molecular structure represented by SMILES Cc1cnc(C(=O)NCCc2ccc(S(=O)([O-])=NC(=O)NC3CCCCC3)cc2)cn1 was tested for hERG channel blocking activity.,0.0
PIOGLITAZONE,The molecular structure represented by SMILES CCc1ccc(CCOc2ccc(C[C@H]3SC(=O)NC3=O)cc2)nc1 was tested for hERG channel blocking activity.,0.0
ETHIONAMIDE,The molecular structure represented by SMILES CCc1cc(C(N)=S)ccn1 was tested for hERG channel blocking activity.,0.0
TACRINE,The molecular structure represented by SMILES Nc1c2c(nc3ccccc13)CCCC2 was tested for hERG channel blocking activity.,0.0
LETROZOLE,The molecular structure represented by SMILES N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1 was tested for hERG channel blocking activity.,0.0
ANASTROZOLE,The molecular structure represented by SMILES CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1 was tested for hERG channel blocking activity.,0.0
DANTROLENE,The molecular structure represented by SMILES O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1 was tested for hERG channel blocking activity.,0.0
DANAZOL,The molecular structure represented by SMILES C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C was tested for hERG channel blocking activity.,0.0
MELOXICAM,The molecular structure represented by SMILES Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1 was tested for hERG channel blocking activity.,0.0
ACETAZOLAMIDE,The molecular structure represented by SMILES CC(=O)Nc1nnc(S(N)(=O)=O)s1 was tested for hERG channel blocking activity.,0.0
PRAMIPEXOLE,The molecular structure represented by SMILES CCC[NH2+][C@H]1CCc2nc(N)sc2C1 was tested for hERG channel blocking activity.,0.0
RALOXIFENE,The molecular structure represented by SMILES O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12 was tested for hERG channel blocking activity.,0.0
C(CC(=NO)N)C(=NO)N,The molecular structure represented by SMILES N/C(CC/C(N)=N/O)=N\O was tested for hERG channel blocking activity.,0.0
C(CC1=NC(=NC(=N1)N)N)CC2=NC(=NC(=N2)N)N,The molecular structure represented by SMILES Nc1nc(N)nc(CCCc2nc(N)nc(N)n2)n1 was tested for hERG channel blocking activity.,0.0
C(CCC1=NC(=NC(=N1)N)N)CC2=NC(=NC(=N2)N)N,The molecular structure represented by SMILES Nc1nc(N)nc(CCCCc2nc(N)nc(N)n2)n1 was tested for hERG channel blocking activity.,0.0
C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Mn+2],The molecular structure represented by SMILES O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Mn+2] was tested for hERG channel blocking activity.,0.0
C(CNC(=S)S)N,The molecular structure represented by SMILES NCCNC(=S)S was tested for hERG channel blocking activity.,0.0
C(CNCC(=O)O)C(=O)O,The molecular structure represented by SMILES O=C(O)CCNCC(=O)O was tested for hERG channel blocking activity.,0.0
C(CNCC(CO)O)N,The molecular structure represented by SMILES NCCNC[C@@H](O)CO was tested for hERG channel blocking activity.,0.0
C(CSCCN)C(=O)O,The molecular structure represented by SMILES NCCSCCC(=O)O was tested for hERG channel blocking activity.,0.0
C(CSS(=O)(=O)CCN)N,The molecular structure represented by SMILES NCCSS(=O)(=O)CCN was tested for hERG channel blocking activity.,0.0
C(NC1=C(N(C(=N)N=C1N)O)N)O,The molecular structure represented by SMILES N=c1nc(N)c(NCO)c(N)n1O was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES O=C(O)CCC(O)=C1S(=O)(=O)OCCOS1(=O)=O.[H-].[Na+] was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES CC[C@@](O)(C(=O)O)c1cc2n(c(=O)c1CO)Cc1cc3ccccc3nc1-2.[H-].[Na+] was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES C#CCOCCCC(=O)O was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES C#CCSc1n[nH]c(-c2ccco2)n1 was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES [N-]=[N+]=NCC(N)=O was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES O=C(O)CNC(=O)[C@@H]1NC(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES Nc1[nH]c(SCC(=O)O)nc(=O)c1N was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES NC(=O)C[C@@H](N)C(N)=O was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES N[C@H](CNO)C(=O)O was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES NC(=O)C[C@@H](N)c1nn[nH]n1 was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES NC[C@@H](O)CSP(=O)(O)O was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES O=c1[nH]c(SCc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)nc(=S)[nH]1 was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES Nc1nc(N)nc(CC(=O)O)n1 was tested for hERG channel blocking activity.,0.0
,The molecular structure represented by SMILES N[C@H](Cc1nn[nH]n1)C(=O)O was tested for hERG channel blocking activity.,0.0
MOSAPRIDE,The molecular structure represented by SMILES CCOc1cc(N)c(Cl)cc1C(=O)NCC1C[NH+](Cc2ccc(F)cc2)CCO1 was tested for hERG channel blocking activity.,1.0
NORTRIPTYLINE,The molecular structure represented by SMILES C[NH2+]CCC=C1c2ccccc2CCc2ccccc21 was tested for hERG channel blocking activity.,1.0
ONDANSETRON,The molecular structure represented by SMILES Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O was tested for hERG channel blocking activity.,1.0
OPC18790,The molecular structure represented by SMILES COc1ccc(C[NH2+]CC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC was tested for hERG channel blocking activity.,1.0
OXYBUTYNIN,The molecular structure represented by SMILES CC[NH+](CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1 was tested for hERG channel blocking activity.,1.0
